               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 483,            0.016652,           0.0066535,           0.0017313,             0.99975,                   1,               0.995,             0.88737,           0.0078775,           0.0031276,           0.0013128,           0.0010287,           0.0010287,           0.0010287
                 484,             0.01569,           0.0071954,            0.002232,             0.99982,                   1,               0.995,             0.89347,           0.0073771,           0.0030863,           0.0013048,           0.0010256,           0.0010256,           0.0010256
                 485,            0.017197,           0.0079557,           0.0043159,              0.9998,                   1,               0.995,             0.89578,           0.0076529,            0.003082,           0.0012987,           0.0010227,           0.0010227,           0.0010227
                 486,            0.017121,           0.0060255,           0.0039802,              0.9998,                   1,               0.995,             0.89578,           0.0076529,            0.003082,           0.0012987,             0.00102,             0.00102,             0.00102
                 487,            0.015644,           0.0073437,           0.0023596,             0.99979,                   1,               0.995,             0.89819,           0.0078197,           0.0030981,           0.0012892,           0.0010174,           0.0010174,           0.0010174
                 488,            0.014904,           0.0076964,             0.00262,             0.99981,                   1,               0.995,             0.88989,           0.0076247,           0.0031095,           0.0012823,            0.001015,            0.001015,            0.001015
                 489,            0.016859,           0.0073583,           0.0039036,             0.99986,                   1,               0.995,             0.88185,           0.0077577,            0.003124,           0.0012691,           0.0010128,           0.0010128,           0.0010128
                 490,            0.018133,           0.0086487,           0.0026547,             0.99986,                   1,               0.995,             0.88185,           0.0077577,            0.003124,           0.0012691,           0.0010107,           0.0010107,           0.0010107
                 491,            0.015806,            0.007687,           0.0025604,             0.99985,                   1,               0.995,             0.86407,           0.0081196,           0.0031588,           0.0012597,           0.0010089,           0.0010089,           0.0010089
                 492,            0.016107,           0.0072107,           0.0024618,             0.99983,                   1,               0.995,             0.88118,           0.0075263,           0.0030859,           0.0012552,           0.0010072,           0.0010072,           0.0010072
                 493,            0.017123,           0.0066242,           0.0025523,             0.99989,                   1,               0.995,              0.8858,           0.0084546,           0.0031508,           0.0012515,           0.0010057,           0.0010057,           0.0010057
                 494,            0.018741,           0.0074296,           0.0040015,             0.99989,                   1,               0.995,              0.8858,           0.0084546,           0.0031508,           0.0012515,           0.0010044,           0.0010044,           0.0010044
                 495,            0.016817,           0.0070225,           0.0026282,             0.99996,                   1,               0.995,             0.88238,           0.0087991,           0.0031618,           0.0012456,           0.0010032,           0.0010032,           0.0010032
                 496,            0.016203,           0.0070654,           0.0035255,             0.99998,                   1,               0.995,              0.8803,           0.0073389,           0.0030304,           0.0012429,           0.0010022,           0.0010022,           0.0010022
                 497,             0.01721,           0.0073596,           0.0026566,                   1,                   1,               0.995,             0.87992,           0.0078633,           0.0030757,           0.0012397,           0.0010014,           0.0010014,           0.0010014
                 498,            0.017795,           0.0071498,           0.0035296,                   1,                   1,               0.995,             0.87992,           0.0078633,           0.0030757,           0.0012397,           0.0010008,           0.0010008,           0.0010008
                 499,            0.016172,           0.0067693,           0.0039699,             0.99994,                   1,               0.995,             0.88487,           0.0077775,           0.0030751,           0.0012398,           0.0010004,           0.0010004,           0.0010004
